------------------------------------------------------------------------------------------------------
********************************************原始数据信息**********************************************
------------------------------------------------------------------------------------------------------

300节点系统的计算结果如下：
最大允许迭代次数：30
计算精度：1e-05
节点数   线路支路数   变压器支路数    发动机个数   负荷个数
232     1.01458748     -2.40410433    0.00000000     0.00000000     0.02400000     -0.12600000    
233     1.00043132     -17.84174198   0.00000000     0.00000000     0.02400000     -0.03900000    
234     0.98090174     -13.90310050   0.00000000     0.00000000     -0.14900000    0.26500000     
235     0.97494492     -23.67150535   0.00000000     0.00000000     0.24700000     -0.01200000    
236     0.94287289     -34.48052923   0.00000000     0.00000000     1.45300000     -0.34900000    
237     0.97254128     -37.69201459   0.00000000     0.00000000     0.28100000     -0.20500000    
238     0.96061013     -29.21800806   0.00000000     0.00000000     0.14000000     0.02500000     
239     1.00102897     -23.48548589   0.00000000     0.00000000     -0.11100000    -0.01400000    
240     0.97843790     -28.09527448   0.00000000     0.00000000     0.50500000     0.17400000     
241     0.95843871     -28.91349273   0.00000000     0.00000000     0.29600000     0.00600000     
242     1.03394187     -17.02777192   0.00000000     0.00000000     -1.13700000    0.76700000     
243     1.01287560     4.72620645     0.00000000     0.00000000     1.00310000     0.29170000     
244     1.00182400     -7.09708130    0.00000000     0.00000000     -1.00000000    0.34170000     
245     1.04076086     -14.44021246   0.00000000     0.00000000     0.00000000     0.00000000     
246     0.96742222     -24.83191838   0.00000000     0.00000000     0.00000000     0.00000000     
266     1.01112652     -11.32847090   0.00000000     0.00000000     0.00000000     0.00000000     
268     0.95732738     -19.54024902   0.00000000     0.00000000     0.02710000     0.00940000     
269     0.95073520     -19.68013107   0.00000000     0.00000000     0.00860000     0.00280000     
270     1.01108915     -11.40208937   0.00000000     0.00000000     0.00000000     0.00000000     
271     0.98389171     -17.35185122   0.00000000     0.00000000     0.00000000     0.00000000     
272     0.96887715     -18.57237076   0.00000000     0.00000000     0.00000000     0.00000000     
273     1.00211603     -17.28619849   0.00000000     0.00000000     0.00000000     0.00000000     
274     0.98879070     -19.07174878   0.00000000     0.00000000     0.04750000     0.01560000     
275     0.96540444     -21.51665427   0.00000000     0.00000000     0.01530000     0.00530000     
276     0.97522143     -19.36042762   0.00000000     0.00000000     0.00000000     0.00000000     
277     0.97095571     -21.29419614   0.00000000     0.00000000     0.01350000     0.00470000     
278     0.96542351     -20.37561481   0.00000000     0.00000000     0.00450000     0.00160000     
279     0.96625983     -20.29016675   0.00000000     0.00000000     0.00450000     0.00160000     
280     0.90510054     -24.92144033   0.00000000     0.00000000     0.01840000     0.00640000     
281     0.91755274     -23.73165622   0.00000000     0.00000000     0.01390000     0.00480000     
282     0.90208559     -25.24901647   0.00000000     0.00000000     0.01890000     0.00650000     
283     0.94701236     -20.85876482   0.00000000     0.00000000     0.01550000     0.00540000     
284     0.92403887     -23.05487461   0.00000000     0.00000000     0.01660000     0.00580000     
285     0.93293524     -22.69467421   0.00000000     0.00000000     0.03030000     0.01000000     
286     0.93071313     -22.45845487   0.00000000     0.00000000     0.01860000     0.00640000     
287     0.91260883     -24.30801806   0.00000000     0.00000000     0.02580000     0.00890000     
288     0.93728728     -21.19283382   0.00000000     0.00000000     0.01010000     0.00350000     
289     0.92387265     -22.36914318   0.00000000     0.00000000     0.00810000     0.00280000     
290     0.93822853     -21.37454308   0.00000000     0.00000000     0.01600000     0.00520000     
291     0.95294407     -19.63934299   0.00000000     0.00000000     0.00000000     0.00000000     
293     0.97788129     -17.33514201   0.00000000     0.00000000     0.30000000     0.23000000     
297     0.95278665     -20.35503474   0.00000000     0.00000000     0.01020000     0.00350000     
298     0.95785910     -19.80127673   0.00000000     0.00000000     0.01020000     0.00350000     
299     0.97971952     -19.31105180   0.00000000     0.00000000     0.03800000     0.01250000     
300     1.04052406     -18.21418328   0.00000000     0.00000000     0.01190000     0.00410000     


<------------------------------------------------支路功率------------------------------------------------->

节点号I   节点号J   支路功率I->J                支路功率J->I               支路有功损耗   支路无功损耗   
266       270       0.36094478+j-0.07187437    -0.36083879+j0.07233541     0.00010599     0.00046104     
271       272       0.09137367+j0.04017853     -0.09080162+j-0.03763981    0.00057205     0.00253872     
271       268       0.08104597+j0.03610779     -0.08014184+j-0.03209606    0.00090413     0.00401173     
271       268       0.08104597+j0.03610779     -0.08014184+j-0.03209606    0.00090413     0.00401173     
273       267       0.06431502+j0.00717054     -0.06399717+j-0.00536544    0.00031785     0.00180510     
273       267       0.06431502+j0.00717054     -0.06399717+j-0.00536544    0.00031785     0.00180510     
267       274       0.07238434+j0.02558869     -0.07206431+j-0.02516997    0.00032003     0.00041873     
274       276       0.00913951+j0.00347803     -0.00903126+j-0.00338484    0.00010825     0.00009319     
272       268       0.07030608+j0.02999904     -0.06995876+j-0.02846376    0.00034732     0.00153528     
268       291       0.04324866+j0.01584920     -0.04307786+j-0.01570215    0.00017080     0.00014705     
291       269       0.04307786+j0.01570215     -0.04298915+j-0.01563515    0.00008871     0.00006700     
273       299       0.03839266+j0.01415112     -0.03800000+j-0.01250000    0.00039266     0.00165112     
1         5         4.02055635+j0.96974526     -4.00438176+j-0.87269770    0.01617459     0.09704756     
2         6         1.58671342+j0.31288683     -1.58427319+j-0.29092478    0.00244023     0.02196205     
2         8         3.64832046+j0.09600404     -3.57372502+j0.18290296     0.07459544     0.27890700     
3         7         2.60726985+j1.24134397     -2.60726985+j-1.21617592    0.00000000     0.02516805     
3         18        1.39015325+j0.05466307     -1.37447606+j-0.05553405    0.01567719     -0.00087098    
3         129       0.94287994+j1.33625938     -0.94018911+j-1.31742358    0.00269083     0.01883580     
4         16        7.10815399+j-0.93738576    -7.01282124+j0.64469097     0.09533276     -0.29269480    
5         9         1.19245924+j0.31352316     -1.18364117+j-0.28930903    0.00881807     0.02421413     
7         12        1.80218348+j-0.66301787    -1.79849114+j0.62690645     0.00369234     -0.03611142    
7         110       0.47128208+j0.97338028     -0.47008294+j-0.97869649    0.00119914     -0.00531621    
8         11        0.01682801+j0.14404638     -0.01649732+j-0.17622847    0.00033069     -0.03218209    
8         14        2.92689702+j-0.36719138    -2.81752509+j0.63836549     0.10937192     0.27117411     
9         11        0.22364117+j-0.14069097    -0.22323582+j0.12939777     0.00040534     -0.01129320    
11        13        1.53429611+j-0.09318396    -1.51561856+j0.15450351     0.01867754     0.06131955     
12        20        4.20392818+j0.98194197     -4.16621315+j-0.81386418    0.03771503     0.16807779     
13        19        0.93561856+j-0.25450351    -0.92997529+j0.27050330     0.00564327     0.01599978     
14        15        1.21752511+j-1.23836549    -1.17688067+j1.25998992     0.04064444     0.02162443     
15        31        0.19567324+j-0.04981828    -0.19333358+j-0.06886844    0.00233965     -0.11868672    
15        74        0.17105381+j-0.07109308    -0.16809257+j0.04116580     0.00296124     -0.02992728    
15        75        0.13165728+j-0.03617596    -0.13009206+j-0.00889169    0.00156522     -0.04506764    
16        36        3.99804077+j-1.50543380    -3.96672464+j0.46982400     0.03131613     -1.03560981    
18        20        -0.45725107+j0.40415122     0.45805335+j-0.43140075    0.00080228     -0.02724953    
18        72        1.83172713+j-0.34861717    -1.78545960+j0.48625844     0.04626753     0.13764127     
19        21        -0.15121251+j0.21038292     0.15233578+j-0.22302533    0.00112327     -0.01264241    
19        26        0.24313579+j0.00518915     -0.23886205+j-0.08935056    0.00427373     -0.08416141    
20        23        -2.27378819+j-0.65556753    2.29668473+j0.57547785     0.02289655     -0.08008968    
21        22        -0.96233578+j-0.00697467    1.01087046+j0.05819623     0.04853468     0.05122156     
22        24        1.26468828+j0.12023791     -1.23683736+j-0.08241974    0.02785092     0.03781817     
23        231       1.16775653+j-0.28203279    -1.15800000+j0.24000000     0.00975653     -0.04203279    
24        25        0.78683736+j-0.03758026    -0.76554138+j0.04482587     0.02129597     0.00724561     
25        26        0.46077612+j0.00304633     -0.45113795+j-0.04064944    0.00963817     -0.03760311    
25        232       0.02476526+j-0.13787220    -0.02400000+j0.12600000     0.00076526     -0.01187220    
27        28        -1.20396700+j-0.23777683    1.20396700+j0.32821815     0.00000000     0.09044132     
27        32        0.85140118+j0.18488514     -0.84958623+j-0.18975488    0.00181496     -0.00486974    
27        34        0.47738314+j-0.00027177    -0.47607918+j-0.01434660    0.00130396     -0.01461837    
27        35        -0.67481705+j-0.00683650    0.67785580+j-0.00189965    0.00303874     -0.00873615    
28        36        -1.20396697+j-0.32821804    1.20538924+j0.29388092     0.00142227     -0.03433713    
29        60        0.48580970+j0.00541871     -0.48283450+j0.00188653     0.00297519     0.00730525     
29        63        1.13034203+j0.40232102     -1.12126697+j-0.38302588    0.00907507     0.01929514     
29        64        -0.48085786+j-0.10379463    0.48339607+j0.10827496     0.00253821     0.00448033     
30        73        -1.13529385+j-0.37211974    1.14091947+j0.36630396     0.00562562     -0.00581578    
31        32        0.50454886+j-0.09388842    -0.50252757+j0.09744434     0.00202128     0.00355592     
31        34        0.39125464+j-0.15979079    -0.38749851+j0.16342931     0.00375613     0.00363852     
31        35        -0.43102312+j-0.15585328    0.43301403+j0.14203837     0.00199091     -0.01381491    
31        43        -1.87429091+j0.15667452     1.93228579+j0.06837760     0.05799488     0.22505212     
31        74        -0.01843801+j-0.05809540    0.01863589+j0.02387954     0.00019788     -0.03421586    
31        75        -0.01316078+j-0.06271338    0.01330242+j0.04634446     0.00014164     -0.01636892    
32        35        -1.04701189+j-0.01274251    1.05544159+j0.03073835     0.00842970     0.01799584     
32        37        0.84912618+j-0.07494680    -0.82685859+j0.09465133     0.02226759     0.01970453     
33        36        4.99999986+j0.80053307     -4.98592246+j-1.09526985    0.01407739     -0.29473678    
34        42        0.40357795+j0.06091728     -0.39938706+j-0.05860695    0.00419089     0.00231033     
35        36        -1.93285399+j-0.52027947    1.93285399+j0.63001926     0.00000000     0.10973979     
35        43        -0.68174540+j0.17126148     0.71230846+j-0.10301199    0.03056306     0.06824949     
35        44        -0.41171104+j0.17814242     0.41781252+j-0.19860094    0.00610149     -0.02045853    
36        40        5.81440442+j-0.29845369    -5.75245819+j-0.13972274    0.06194623     -0.43817643    
37        38        0.11162640+j-0.17160316    -0.11068652+j0.13886600     0.00093989     -0.03273716    
37        42        -0.03963437+j-0.00562400    0.03979365+j-0.02601738    0.00015928     -0.03164138    
37        46        0.36486678+j-0.00742415    -0.36313856+j-0.00333936    0.00172822     -0.01076351    
38        41        1.18839799+j0.02758045     -1.15088108+j0.05063232     0.03751692     0.07821277     
38        47        -0.21666867+j0.10120125     0.21835618+j-0.13366520    0.00168751     -0.03246396    
39        52        -2.22597538+j0.24569304     2.26029993+j-0.37150606    0.03432456     -0.12581302    
39        62        2.41848324+j0.00460957     -2.36767257+j-0.11871995    0.05081067     -0.11411038    
40        68        3.11890813+j-0.56584891    -3.07331986+j0.20915941     0.04558827     -0.35668950    
41        61        0.26523615+j-0.12238859    -0.26099645+j0.06438322     0.00423970     -0.05800537    
41        92        0.30564497+j-0.04624373    -0.30137408+j0.04562623     0.00427089     -0.00061750    
42        87        -0.05040645+j-0.10537563    0.05072820+j0.09909496     0.00032175     -0.00628066    
43        44        1.03069229+j-0.06758340    -1.00062002+j0.11258698     0.03007227     0.04500358     
44        45        0.63280688+j0.03601596     -0.61857465+j-0.04423366    0.01423223     -0.00821770    
45        48        0.00857537+j-0.23576607    -0.00728664+j0.20311159     0.00128873     -0.03265448    
46        47        -0.32686135+j-0.02666066    0.32955574+j-0.00051647    0.00269439     -0.02717713    
47        48        -0.64791189+j0.12418168     0.66321056+j-0.12712226    0.01529867     -0.00294058    
48        49        -0.42592354+j0.02776872     0.43767545+j-0.08325786    0.01175191     -0.05548914    
49        50        -0.09837663+j0.58365842     0.11444654+j-0.59264374    0.01606990     -0.00898532    
49        55        0.33070125+j0.03499279     -0.31363034+j-0.04785798    0.01707092     -0.01286519    
50        51        -0.25444653+j0.58264374     0.25817105+j-0.57673870    0.00372451     0.00590504     
51        53        -2.43817105+j-0.48326130    2.45105258+j0.55244445     0.01288154     0.06918315     
52        54        -2.26029991+j0.37150607     2.30742225+j-0.53635074    0.04712234     -0.16484467    
54        56        1.97116148+j0.45024045     -1.90617670+j-0.21979276    0.06498478     0.23044769     
54        123       -0.99963631+j0.13140175     1.00062260+j-0.13792093    0.00098629     -0.00651918    
55        236       1.51980704+j0.06111996     -1.45300000+j0.34900000     0.06680704     0.41011996     
57        190       -0.27467939+j-0.10923778    0.27934261+j0.10341879     0.00466322     -0.00581899    
57        66        -0.17379644+j-0.07249479    0.17566960+j0.05651279     0.00187316     -0.01598200    
58        59        -0.84367679+j0.01440018     0.86890031+j0.00661438     0.02522351     0.02101456     
58        237       0.28367679+j-0.21440018    -0.28100000+j0.20500000     0.00267679     -0.00940018    
59        60        -0.26214182+j0.11896280     0.26558224+j-0.17104073    0.00344042     -0.05207792    
59        61        -0.60675848+j0.22627920     0.62199813+j-0.22692855    0.01523965     -0.00064935    
60        64        -0.49330883+j-0.05007591    0.49800530+j0.06227893     0.00469647     0.01220301     
60        238       0.14056109+j0.02923011     -0.14000000+j-0.02500000    0.00056109     0.00423011     
61        63        0.27558401+j0.13877344     -0.27340163+j-0.16111215    0.00218238     -0.02233871    
61        66        -0.23333170+j-0.00554761    0.23435654+j-0.00878126    0.00102484     -0.01432886    
62        73        -0.78820164+j-0.60983839    0.79207777+j0.58532405     0.00387613     -0.02451434    
62        240       0.51262036+j-0.14219189    -0.50499999+j-0.17400000    0.00762037     -0.31619189    
63        64        -0.68533140+j-0.20198291    0.69412217+j0.22181651     0.00879078     0.01983360     
64        65        -2.57833755+j-0.57667325    2.58554427+j0.61309413     0.00720672     0.03642088     
64        67        -0.03081401+j-0.06217611    0.03085547+j0.02546425     0.00004145     -0.03671186    
64        239       -0.10983208+j-0.03905892    0.11100000+j0.01400000     0.00116792     -0.02505892    
64        241       0.30346011+j0.00553788     -0.29600000+j-0.00600000    0.00746011     -0.00046212    
65        66        0.79445573+j0.14263086     -0.79045879+j-0.13867296    0.00399694     0.00395790     
65        69        -3.38000000+j-0.75572499    3.38000000+j1.19621716     0.00000000     0.44049216     
66        190       -0.09956735+j-0.04905858    0.10064616+j0.00293528     0.00107881     -0.04612330    
67        190       -0.31085547+j-0.09546425    0.31313758+j0.04916063     0.00228211     -0.04630362    
68        173       0.11888819+j-0.80099017    -0.11797095+j0.23219543     0.00091724     -0.56879474    
68        174       1.02143469+j-0.44968389    -1.01794137+j-0.08721825    0.00349332     -0.53690214    
70        71        -0.92576451+j0.02483659     0.93286338+j-0.09323894    0.00709887     -0.06840236    
71        72        -1.15988203+j0.11451551     1.17683655+j-0.16298315    0.01695452     -0.04846765    
71        234       -0.14855770+j0.17911842     0.14900000+j-0.26500000    0.00044230     -0.08588158    
74        76        -0.29254313+j-0.06504533    0.29646957+j0.05979092     0.00392644     -0.00525441    
75        77        -0.54321003+j-0.03745275    0.55218287+j0.06030773     0.00897284     0.02285498     
76        78        0.08555568+j0.19462617     -0.08084163+j-0.21513531    0.00471405     -0.02050914    
76        79        0.99397477+j0.18733934     -0.97346709+j-0.15736026    0.02050768     0.02997908     
77        84        0.78380832+j0.09663422     -0.77306796+j-0.03363614    0.01074036     0.06299808     
77        86        1.40600885+j0.15531380     -1.37523953+j-0.00170736    0.03076932     0.15360644     
78        79        0.08646469+j-0.13101308    -0.08095622+j0.09598600     0.00550846     -0.03502709    
79        82        0.43518296+j0.05520953     -0.43109083+j-0.05252192    0.00409213     0.00268761     
79        83        0.40232025+j0.02828097     -0.39634404+j-0.02604134    0.00597621     0.00223963     
79        84        -0.18207990+j-0.02211623    0.18362433+j0.01032856     0.00154443     -0.01178767    
80        82        -0.06965918+j-0.07079341    0.06988432+j0.06435177     0.00022514     -0.00644163    
80        83        0.08265918+j-0.03604138    -0.08239918+j0.02195613     0.00026000     -0.01408525    
81        87        -0.52388555+j0.07147629     0.53909135+j-0.04972455    0.01520580     0.02175173     
81        88        -0.10363589+j-0.10987923    0.10368206+j0.10801267     0.00004618     -0.00186656    
81        89        0.28321028+j-0.00312580    -0.27950721+j-0.01019428    0.00370307     -0.01332008    
81        90        0.43507568+j-0.02555688    -0.42539511+j0.03806354     0.00968057     0.01250666     
82        83        0.36120651+j-0.01182986    -0.35914222+j0.01270572     0.00206429     0.00087587     
83        85        0.43546180+j-0.21787561    -0.42552607+j0.20575958     0.00993573     -0.01211603    
84        86        0.26944363+j0.02330758     -0.26812661+j-0.02742293    0.00131702     -0.00411535    
85        88        0.31540566+j-0.15215627    -0.30647794+j0.12405242     0.00892772     -0.02810385    
85        233       0.02412041+j-0.05360331    -0.02400000+j0.03900000     0.00012041     -0.01460331    
86        87        0.64060356+j0.07310285     -0.63581949+j-0.04937042    0.00478407     0.02373243     
86        90        0.50676258+j-0.04397256    -0.46812114+j0.09561616     0.03864144     0.05164360     
88        235       0.25179588+j-0.02361772    -0.24700000+j0.01200000     0.00479588     -0.01161772    
89        90        -0.10294375+j0.04144036     0.10391867+j-0.05880220    0.00097492     -0.01736184    
89        92        -0.03910710+j0.01702895     0.03937408+j-0.04562623    0.00026699     -0.02859728    
89        93        0.11455806+j-0.04827503    -0.11294221+j0.01983753     0.00161585     -0.02843750    
90        91        0.15959757+j-0.07487750    -0.15538412+j0.03948783     0.00421345     -0.03538966    
91        93        -0.04061588+j-0.03948783    0.04066952+j0.03391723     0.00005364     -0.00557061    
94        101       0.59452528+j-0.54590139    -0.59186543+j0.55705255     0.00265985     0.01115116     
95        99        -0.67736065+j0.86059978     0.67965921+j-0.74100167    0.00229857     0.11959811     
96        97        -4.75679822+j1.14126127     4.75990799+j-1.09834873    0.00310978     0.04291253     
97        98        -5.62532876+j-4.94899329    5.62532876+j6.93271042     0.00000000     1.98371713     
97        245       0.27776449+j-0.20818396    -0.27776449+j0.30501593     0.00000000     0.09683197     
245       99        0.27776449+j-0.30501593    -0.27776449+j0.24692932     0.00000000     -0.05808661    
97        100       0.44665626+j-0.24447401    -0.44591250+j0.34302299     0.00074377     0.09854897     
98        99        7.17189472+j4.16448645     -7.17189472+j-2.02321965    0.00000000     2.14126680     
98        100       5.49861278+j2.25588298     -5.49861278+j-0.36787039    0.00000000     1.88801259     
101       102       0.15568578+j-0.25379641    -0.14827816+j0.24792436     0.00740762     -0.00587205    
101       104       0.14426338+j-0.21820390    -0.13797466+j0.19034084     0.00628871     -0.02786306    
102       103       -0.69890279+j-0.05927777    0.71666199+j-0.00682534    0.01775920     -0.06610311    
102       104       0.06718095+j-0.20264659    -0.06616553+j0.05585196     0.00101542     -0.14679463    
104       105       -4.94385980+j1.48652814     4.95952632+j-0.97214416    0.01566652     0.51438398     
105       106       -1.00109768+j-0.13990931    1.00714422+j-0.06500762    0.00604653     -0.20491693    
105       108       -1.31320155+j0.03445352     1.33365850+j-0.02095230    0.02045695     0.01350121     
105       111       -1.58207405+j0.17102419     1.63491441+j-0.03920658    0.05284036     0.13181760     
105       136       -0.29377921+j0.58208277     0.29704578+j-0.86071647    0.00326657     -0.27863370    
105       137       -0.46196058+j0.15846674     0.46445818+j-0.46426010    0.00249760     -0.30579336    
105       148       -0.88641325+j0.11502625     0.90033224+j-0.18425457    0.01391899     -0.06922832    
106       107       -1.72302815+j0.13552443     1.74086297+j-0.05590442    0.01783482     0.07962001     
106       113       -1.37581302+j-0.57423624    1.38624607+j0.43424889     0.01043305     -0.13998735    
106       147       -1.71630305+j0.13371944     1.73399657+j-0.05548362    0.01769352     0.07823582     
107       109       -2.35407143+j0.16610461     2.39759371+j0.13668382     0.04352227     0.30278844     
107       112       0.61320847+j-0.11020019    -0.61220984+j0.08752599     0.00099862     -0.02267421    
108       109       -2.33264055+j0.15119580     2.37422114+j0.13577365     0.04158059     0.28696945     
108       112       0.99898205+j-0.13024349    -0.99686433+j0.11891057     0.00211772     -0.01133293    
109       111       2.80442426+j0.70475135     -2.79150044+j-0.59886402    0.01292382     0.10588733     
109       130       1.62187289+j0.71267890     -1.61669891+j-0.68906475    0.00517398     0.02361415     
109       146       2.76291764+j0.57692251     -2.70164750+j-0.08754468    0.06127015     0.48937783     
109       147       2.36924242+j0.13782769     -2.32673423+j0.16192264     0.04250818     0.29975033     
112       116       -6.65087559+j-2.96999930    6.73935633+j3.27515392     0.08848074     0.30515463     
112       147       -0.59180492+j0.08327502     0.59273766+j-0.10643902    0.00093274     -0.02316400    
112       148       1.20329404+j0.67910310     -1.19925454+j-0.67296813    0.00403950     0.00613497     
112       150       7.64846064+j2.00118463     -7.63600000+j-1.37192212    0.01246064     0.62926250     
113       114       -0.76579946+j0.10352320     0.76838310+j-0.27285461    0.00258364     -0.16933141    
113       163       -0.62044661+j-0.53777209    0.62249928+j0.28461986     0.00205268     -0.25315223    
114       115       -2.46038310+j-0.14314539    2.51356742+j0.09654460     0.05318432     -0.04660079    
115       116       0.62910713+j-0.37904159    -0.62452028+j-0.18134183    0.00458685     -0.56038342    
115       131       -3.69467455+j0.10049699     3.76632647+j-0.65317642    0.07165192     -0.55267944    
116       119       3.32903824+j-0.04614343    -3.31389841+j-0.14938535    0.01513983     -0.19552878    
116       160       -0.92036090+j-1.18395868    0.92137145+j1.16765338     0.00101055     -0.01630530    
116       165       -4.71553051+j-0.85274721    4.73008191+j1.02593515     0.01455140     0.17318794     
116       167       -4.31349883+j-1.05770719    4.32246013+j1.09543838     0.00896130     0.03773120     
118       151       0.19567576+j-0.06254503    -0.19354595+j-0.01130655    0.00212980     -0.07385158    
119       120       -0.79466299+j-0.02700223    0.80164518+j-0.05920335    0.00698219     -0.08620558    
119       121       -0.06411199+j-0.04636396    0.06565180+j-0.66229233    0.00153981     -0.70865628    
119       124       -0.15709121+j-0.13684565    0.15906330+j-0.39329614    0.00197209     -0.53014179    
119       125       -0.47865029+j-0.18432328    0.48788499+j-0.25905871    0.00923470     -0.44338199    
119       126       -0.62498889+j-0.16782197    0.64324471+j-0.29265369    0.01825582     -0.46047567    
119       161       1.55640378+j-0.43525755    -1.55334549+j0.32655390     0.00305829     -0.10870365    
120       125       -0.35481151+j-0.13829572    0.35819546+j-0.21376313    0.00338395     -0.35205884    
121       122       -2.21626245+j-0.64167212    2.24559718+j0.11252262     0.02933473     -0.52914951    
122       124       1.03966510+j0.39353957     -1.03077326+j-0.42675398    0.00889185     -0.03321440    
122       128       -0.29708992+j-0.37374055    0.29917072+j0.23734645     0.00208080     -0.13639411    
124       125       -1.48404111+j-0.59499708    1.50514033+j0.64882196     0.02109922     0.05382488     
124       128       -0.71747742+j-0.43439325    0.73082928+j0.28587536     0.01335186     -0.14851789    
125       126       -1.51122078+j0.23262779     1.52675529+j-0.20739652    0.01553451     0.02523126     
127       157       0.96319029+j0.51638236     -0.90472020+j-0.41880472    0.05847009     0.09757764     
127       158       0.47692201+j0.18554828     -0.44235651+j-0.16083099    0.03456551     0.02471729     
131       132       -0.21632647+j0.06524907     0.21715830+j-0.21445062    0.00083183     -0.14920155    
132       140       1.10542456+j-0.37396266    -1.09888279+j0.20090601     0.00654178     -0.17305666    
133       135       -0.28182191+j-0.00817763    0.29871575+j0.00378412     0.01689384     -0.00439351    
133       162       -0.41817809+j-0.04182237    0.43534497+j0.06774799     0.01716688     0.02592562     
134       140       -0.74304653+j-0.04337962    0.74888279+j-0.35090601    0.00583626     -0.39428562    
136       138       -3.53338056+j0.81287342     3.54500252+j-0.73286014    0.01162196     0.08001328     
137       138       -0.87615584+j0.95027667     0.88179571+j-1.07065407    0.00563987     -0.12037740    
137       139       0.41169766+j-0.48601657    -0.40965187+j0.23257795     0.00204579     -0.25343862    
141       143       4.62239043+j-0.26458898    -4.57455034+j0.66026720     0.04784009     0.39567822     
141       144       -5.47239043+j0.02458898     5.52404292+j-1.09807775    0.05165249     -1.07348877    
142       143       -2.23743805+j-1.16066637    2.25982189+j-2.57044730    0.02238384     -3.73111367    
144       145       -5.52404292+j1.09807775     5.53000000+j-0.73171731    0.00595708     0.36636045     
146       148       -0.29735250+j-0.86945531    0.29892230+j0.85722270     0.00156979     -0.01223261    
151       152       0.24492206+j0.13982497     -0.23900603+j-0.15512983    0.00591603     -0.01530486    
151       153       -0.31637611+j-0.12851842    0.32259901+j0.12039191     0.00622290     -0.00812651    
152       153       -0.55484736+j-0.21642441    0.58836296+j0.30732182     0.03351559     0.09089741     
152       154       -0.28329967+j-0.06332789    0.29059606+j0.05608553     0.00729639     -0.00724236    
152       155       -0.55784694+j0.00488213     0.62523706+j0.11609292     0.06739012     0.12097506     
154       155       -0.58043461+j-0.07280958    0.61403572+j0.15909382     0.03360111     0.08628424     
154       158       0.10687452+j0.06776394     -0.10519145+j-0.10839976    0.00168307     -0.04063582    
155       156       0.99072722+j0.27059678     -0.96647977+j-0.24039328    0.02424746     0.03020351     
156       157       1.52647977+j0.57716481     -1.46760076+j-0.39955798    0.05887900     0.17760683     
157       158       0.19464704+j0.00418053     -0.19245205+j-0.02076925    0.00219499     -0.01658872    
157       159       -2.09632608+j-0.92181783    2.13280581+j1.01905495     0.03647973     0.09723712     
160       117       4.81378218+j-0.00523918    -4.80541762+j0.42764968     0.00836456     0.42241049     
160       166       -6.46915364+j-1.16241420    6.48469591+j1.35598105     0.01554227     0.19356686     
163       164       -1.99049928+j-0.45061986    2.00000000+j0.36461923     0.00950072     -0.08600063    
165       167       6.67191809+j0.92430222     -6.64384117+j-0.70844901    0.02807692     0.21585321     
166       167       4.91730409+j0.99003054     -4.90169396+j-0.92734079    0.01561013     0.06268975     
167       117       5.39707499+j0.10435142     -5.38658238+j0.42552536     0.01049261     0.52987678     
168       187       0.17307501+j-0.02841546    -0.17205993+j0.03133766     0.00101508     0.00292220     
168       188       -0.08246498+j0.01738454     0.08279168+j-0.01689450    0.00032670     0.00049005     
169       210       5.28380268+j-5.81958957    -5.27175541+j-1.03588383    0.01204727     -6.85547341    
169       219       -0.33094728+j-0.29851800    0.33094728+j0.30342494     0.00000000     0.00490693     
170       171       8.31850804+j3.43592555     -8.09533676+j0.13481499     0.22317128     3.57074054     
171       204       0.09533686+j-0.85481491    -0.09365779+j0.86237074     0.00167907     0.00755583     
172       184       0.28401716+j-0.00463645    -0.28035949+j0.00975720     0.00365767     0.00512074     
172       187       -0.05988804+j0.01631852     0.06007434+j-0.01582560    0.00018630     0.00049292     
173       198       1.25132753+j-0.66152848    -1.24652463+j0.14880593     0.00480291     -0.51272255    
173       242       -1.13335656+j0.42933305     1.13700000+j-0.76700000    0.00364344     -0.33766694    
174       198       0.16765874+j-1.05233716    -0.16581445+j0.51949233     0.00184429     -0.53284483    
175       176       -0.58041982+j-0.28045684    0.58656516+j0.29415924     0.00614534     0.01370241     
175       189       -0.13383350+j0.01693276     0.13441745+j-0.02482206    0.00058396     -0.00788930    
176       177       -0.90319945+j-0.21555049    0.91194642+j0.25897013     0.00874697     0.04341964     
176       190       -0.11336570+j-0.21860876    0.11427096+j0.21505895     0.00090526     -0.00354981    
177       181       0.11689092+j-0.01588885    -0.11240638+j0.02518213     0.00448455     0.00929328     
177       182       0.73367495+j0.10846735     -0.72884393+j-0.10924124    0.00483101     -0.00077389    
177       189       0.90223997+j0.34103858     -0.88412408+j-0.28283222    0.01811589     0.05820636     
177       190       0.46622858+j-0.03060645    -0.45904827+j0.02107241     0.00718031     -0.00953404    
178       179       -0.01625308+j0.04135804     0.01645175+j-0.04895271    0.00019867     -0.00759466    
178       189       -0.33374692+j-0.16135804    0.33990568+j0.17247075     0.00615876     0.01111271     
179       189       -0.24253658+j-0.12157156    0.24919091+j0.11929709     0.00665434     -0.00227447    
180       183       0.03847583+j0.01696496     -0.03824448+j-0.01662353    0.00023135     0.00034143     
182       190       0.30884393+j-0.03075876    -0.30788965+j0.02834345     0.00095428     -0.00241531    
183       184       -0.29580161+j-0.06076736    0.30030218+j0.06742037     0.00450057     0.00665301     
184       185       -0.01994269+j-0.02717756    0.02029714+j0.02770101     0.00035444     0.00052345     
